filename,label,mean_saturation,black_spot_ratio
25aeb397-bc36-4fe5-affe-6b8195d4f282___FREC_Scab 3494.JPG,apple scab,0.3107719,0.0074920654296875
095c9131-a0cb-47de-898a-f9371f208c01___FREC_Scab 3109.JPG,apple scab,0.24740672,0.1868896484375
8d2bd2f9-2c65-43f7-95f7-22f7f404ba13___FREC_Scab 3232.JPG,apple scab,0.34551814,0.0130157470703125
ecbac6b5-e07f-4a0d-a670-1d3b97f01104___FREC_Scab 3168.JPG,apple scab,0.28493762,0.1900482177734375
5a178d63-372d-48c4-adb8-d616130ba3f0___FREC_Scab 3104.JPG,apple scab,0.31215805,0.150634765625
6b9ef56b-3338-4d2b-a5e4-a1547234e6d6___FREC_Scab 3474.JPG,apple scab,0.30865788,0.0078887939453125
a0fb83fc-d5a2-4ddf-9a04-c2bf96e5027f___FREC_Scab 3175.JPG,apple scab,0.26619762,0.0366668701171875
0b170906-9436-4c0d-84c1-c396ad9d909b___FREC_Scab 3101.JPG,apple scab,0.23643246,0.084747314453125
78f8b36a-5126-4105-9699-39387015452f___FREC_Scab 2983.JPG,apple scab,0.3350716,0.0763092041015625
72317b7f-8162-4454-b6db-c2e6e5455911___FREC_Scab 3088.JPG,apple scab,0.38556248,0.054931640625
f18c0441-917e-4f34-b26e-a1a71d0adec2___FREC_Scab 3429.JPG,apple scab,0.23324409,0.01153564453125
6e17c808-c071-4eae-befd-bf7e2ed0d9e1___FREC_Scab 3256.JPG,apple scab,0.31323907,0.2011566162109375
c563cf1c-da17-4c03-b3e8-b306334e0270___FREC_Scab 2933.JPG,apple scab,0.29959667,0.1602935791015625
444c4ed0-3bee-4059-870a-a15a00f0e37e___FREC_Scab 3067.JPG,apple scab,0.24326393,0.02642822265625
1f6abf22-93fa-48f0-a509-cc3e210f75f0___FREC_Scab 3172.JPG,apple scab,0.30954674,0.013092041015625
e8fc927f-fac2-4386-be3c-0a8ad0ddd83d___FREC_Scab 3292.JPG,apple scab,0.35623306,0.1387939453125
c54db2df-2fe4-44e0-8a54-aee97e74acf5___FREC_Scab 3318.JPG,apple scab,0.33558565,0.003936767578125
bca5ef0a-0555-4f76-9f9c-c01bee56b816___FREC_Scab 3200.JPG,apple scab,0.3179939,0.005615234375
f2fb711e-3bcb-4729-9352-205c8dd0576f___FREC_Scab 3118.JPG,apple scab,0.20643552,0.00531005859375
ae02ce53-61ad-41d0-870a-a5a8b2fb3e93___FREC_Scab 3359.JPG,apple scab,0.23294874,0.0001068115234375
270dd6be-95f4-4fd1-8423-b698663b3f72___FREC_Scab 2954.JPG,apple scab,0.32678366,0.1362152099609375
30111fee-0c22-4ca4-aeb4-ac14a9a5d651___FREC_Scab 3097.JPG,apple scab,0.32875606,0.026397705078125
45512c84-e453-459c-b12f-1d08ce44001b___FREC_Scab 3072.JPG,apple scab,0.25278208,0.108489990234375
bbcecb36-bad4-4aa5-812b-00a402427943___FREC_Scab 3279.JPG,apple scab,0.22883189,0.1139373779296875
c0bfed2f-ace7-44dd-9410-440b5eea4d89___FREC_Scab 3266.JPG,apple scab,0.32149196,0.07452392578125
96f7f6b4-4dd6-4887-b6b2-89449271274f___FREC_Scab 3047.JPG,apple scab,0.26171735,0.0620574951171875
d08d117d-d394-4e24-83c2-cd7fd96894ce___FREC_Scab 3093.JPG,apple scab,0.30826712,0.059234619140625
4147e694-ce1f-47ea-b641-899e60ef3f3a___FREC_Scab 3278.JPG,apple scab,0.2656746,0.0819549560546875
34c2823b-d1c5-4bd8-a5a7-74bdef959e10___FREC_Scab 3484.JPG,apple scab,0.2907707,0.0160980224609375
8eaf0422-c84e-4521-8628-85cf2fc91e7c___FREC_Scab 2989.JPG,apple scab,0.41151333,0.0246734619140625
95c2cc04-5581-48ca-8001-9644bb488b12___FREC_Scab 3163.JPG,apple scab,0.35008267,0.0440521240234375
f0b1c450-fdbd-402f-9309-e7d5d06bc0e7___FREC_Scab 3210.JPG,apple scab,0.26122782,0.000579833984375
ef40de8f-19ee-4a7f-b9de-f37ebcbac26c___FREC_Scab 3364.JPG,apple scab,0.27261892,0.0710906982421875
470bece4-7eb2-4ec1-917a-278559afe463___FREC_Scab 3250.JPG,apple scab,0.33218467,0.1891326904296875
233b7aec-ccec-47a3-b5bd-27e154d7a8f7___FREC_Scab 2912.JPG,apple scab,0.2646618,0.0118255615234375
b98ecede-7f6f-4e39-a761-4dc37699507b___FREC_Scab 2971.JPG,apple scab,0.29544315,0.0495147705078125
0261a6e4-21f8-481a-8827-b674e6955644___FREC_Scab 3055.JPG,apple scab,0.40691906,0.181793212890625
4abca5eb-2376-4551-be42-25bbb5400fc7___FREC_Scab 3268.JPG,apple scab,0.39303607,0.0860443115234375
09ba6ad9-aa8d-4493-b1bf-818a4b30c4aa___FREC_Scab 2981.JPG,apple scab,0.29594964,0.144683837890625
be076652-b1bd-430c-a752-db525c1dfcfd___FREC_Scab 3367.JPG,apple scab,0.23020293,0.0617828369140625
1547f817-6a4d-4cbc-8ce0-7dff293562ee___FREC_Scab 3194.JPG,apple scab,0.24947807,0.0057373046875
808207df-2000-4050-a720-bd23997710b8___FREC_Scab 3270.JPG,apple scab,0.2785492,0.0229034423828125
5893bd90-486f-42cf-9fcd-a4dc1e208246___FREC_Scab 3236.JPG,apple scab,0.38258886,0.01641845703125
8c72c236-8f13-4087-8d1d-f365211563f0___FREC_Scab 3196.JPG,apple scab,0.3052263,0.0018157958984375
71c26585-883f-41e9-939c-5f1683cdf4ed___FREC_Scab 3302.JPG,apple scab,0.30672354,0.0154571533203125
f96cb3b3-172a-44d8-9720-d6a3ed87ced9___FREC_Scab 3036.JPG,apple scab,0.25021237,0.0274810791015625
84ba6fe9-427e-415b-8bfe-a1f8670e1537___FREC_Scab 3530.JPG,apple scab,0.21908003,0.0232696533203125
8b28fdba-2f54-45dc-a671-a2743f127c45___FREC_Scab 3346.JPG,apple scab,0.26819912,0.0060577392578125
affb666c-6915-48e6-ba8a-92385af75826___FREC_Scab 3395.JPG,apple scab,0.26447922,0.020416259765625
af82e889-9ec0-437c-85b8-7a6a5caf73a1___FREC_Scab 3338.JPG,apple scab,0.33420682,0.01031494140625
76e50482-74b2-468f-8556-7669e1682f1e___FREC_Scab 3323.JPG,apple scab,0.2517424,0.01031494140625
e8f5c962-6f40-443e-9913-5a43b5f2ef07___FREC_Scab 3191.JPG,apple scab,0.2705289,0.03326416015625
cbf63da6-f1a7-41e0-b581-6f5b6cff2bc2___FREC_Scab 3496.JPG,apple scab,0.30630922,0.0315704345703125
65c52553-6152-46d4-a576-3ef4984a6ad4___FREC_Scab 3524.JPG,apple scab,0.20086023,0.12200927734375
af598e54-dae1-47e5-aefc-0b0a419dfa07___FREC_Scab 3211.JPG,apple scab,0.2714603,0.0153350830078125
80ddd81b-9c75-4711-8012-7ee68af378db___FREC_Scab 3458.JPG,apple scab,0.25891605,0.05364990234375
154842bb-6ee3-4176-9007-cf7a43cfe140___FREC_Scab 3434.JPG,apple scab,0.3220748,0.0602569580078125
33ebf0dd-f971-4f11-aa93-45df7d55a9ea___FREC_Scab 3182.JPG,apple scab,0.28753102,0.003448486328125
18ea82fd-4e16-416f-8ad9-54e0f6601693___FREC_Scab 3127.JPG,apple scab,0.43751335,0.0096588134765625
bda4a657-9bc8-4a02-a450-d38c7056172a___FREC_Scab 3316.JPG,apple scab,0.2694829,0.0870361328125
8e04135b-2279-43a7-af41-147d96395478___FREC_Scab 3143.JPG,apple scab,0.33924413,0.05340576171875
53c67c39-c05f-4b2e-939e-23d44a32efac___FREC_Scab 3087.JPG,apple scab,0.3711788,0.0928192138671875
c745cec0-6c89-4bee-b0c2-a71a925b7f1b___FREC_Scab 3227.JPG,apple scab,0.2343499,0.0127105712890625
650f4395-7428-404a-b65c-8fd36f204dd6___FREC_Scab 3111.JPG,apple scab,0.3098488,0.002044677734375
cd7234b0-3c97-4763-9d16-5a97c87140f7___FREC_Scab 3207.JPG,apple scab,0.30917996,0.0027313232421875
baa200af-fc0e-4f13-abec-389605a604a7___FREC_Scab 3220.JPG,apple scab,0.2634506,0.0007781982421875
cc62ab3a-f945-4aa3-add4-03887b49007a___FREC_Scab 2960.JPG,apple scab,0.31074575,0.0956573486328125
fbd09d7f-e816-408a-946e-e4009ec8cae1___FREC_Scab 3289.JPG,apple scab,0.29945347,0.105926513671875
bbab7c92-4287-4e69-82b0-5c37fea5897c___FREC_Scab 3017.JPG,apple scab,0.29314724,0.159210205078125
a3824376-87d9-464c-b78e-e35d029d43f2___FREC_Scab 3249.JPG,apple scab,0.36508226,0.219482421875
34c37353-8429-499e-bd38-ac7501f79e90___FREC_Scab 3501.JPG,apple scab,0.37335953,0.048187255859375
4495850d-4478-4680-a657-c082a8ea69ed___FREC_Scab 3534.JPG,apple scab,0.32301006,0.07891845703125
cff69c82-7901-400a-b45c-6343624edfc3___FREC_Scab 3192.JPG,apple scab,0.25303215,0.001190185546875
5a923f64-b733-47a7-90f5-2786cd9c85ce___FREC_Scab 3234.JPG,apple scab,0.35961604,0.02691650390625
9cbb6419-1670-45d5-a8ad-90cf9eaac971___FREC_Scab 3075.JPG,apple scab,0.24487355,0.03082275390625
1b1004c8-99e9-4c85-8fe5-b1c11d558cf8___FREC_Scab 3300.JPG,apple scab,0.29179195,0.0704498291015625
64863bd8-baca-47b6-b07b-516df2659919___FREC_Scab 3149.JPG,apple scab,0.33323875,0.004608154296875
334f8e1a-5989-476e-88f4-8a45c304e12c___FREC_Scab 3035.JPG,apple scab,0.3490141,0.025360107421875
1d81b4c1-072d-4cf7-b1ca-ce43f59822d8___FREC_Scab 3406.JPG,apple scab,0.2790496,0.00994873046875
cbbdd77b-93f5-4f45-b35d-2b05ab1c8eb4___FREC_Scab 3465.JPG,apple scab,0.21933061,0.0192718505859375
be23de1a-2db8-4d7f-8b5f-cee56829d49c___FREC_Scab 2991.JPG,apple scab,0.396215,0.168914794921875
cb36375a-3a30-4d01-8764-358eb6300f16___FREC_Scab 3378.JPG,apple scab,0.25400233,0.0129241943359375
db71d62d-b06f-4aa2-a512-d3e5956fcffe___FREC_Scab 3444.JPG,apple scab,0.27693346,0.0223388671875
ab7d0d06-b45c-4472-a708-c2a1d65ee748___FREC_Scab 3152.JPG,apple scab,0.30038807,0.0016326904296875
9fd8d7c3-3321-49fc-a7dc-165ccc353c78___FREC_Scab 3177.JPG,apple scab,0.3173258,0.0029144287109375
474cf33e-0289-4014-bb8a-8004b87b471b___FREC_Scab 3425.JPG,apple scab,0.24267079,0.036834716796875
0b4a52e3-e15e-4117-b2e8-7cdb5dca3ce9___FREC_Scab 3137.JPG,apple scab,0.24919997,0.11236572265625
bdaae6b2-8ff5-4a4c-9286-a2393063cdaf___FREC_Scab 3491.JPG,apple scab,0.3004888,0.00445556640625
8df36a92-b562-4bff-975b-ff08d8da40f6___FREC_Scab 3119.JPG,apple scab,0.24161658,6.103515625e-05
b7740d56-4540-44f5-82c4-3916da0cba20___FREC_Scab 3229.JPG,apple scab,0.25218168,0.00018310546875
44d28651-473c-4e9b-81ec-212893669fba___FREC_Scab 3477.JPG,apple scab,0.35569233,0.00213623046875
f684504f-ca6d-4f06-bb0e-2b296e3829b8___FREC_Scab 3314.JPG,apple scab,0.3121089,0.0221405029296875
7e4bbd7a-b494-426f-9f08-755ce4a399e7___FREC_Scab 3331.JPG,apple scab,0.24116015,0.01519775390625
e17c9433-0a90-4dd8-a2d8-08bb65c3d3d2___FREC_Scab 3306.JPG,apple scab,0.28489634,0.1160736083984375
352a5659-3552-4e94-8333-c3715d38cc27___FREC_Scab 3049.JPG,apple scab,0.3003143,0.0762939453125
b84c8919-1f8c-4751-a759-e0ec84839020___FREC_Scab 3264.JPG,apple scab,0.31426084,0.074066162109375
925b4276-9d62-4a3d-9dfd-1613ed40685a___FREC_Scab 2994.JPG,apple scab,0.3630142,0.0720672607421875
0a14783a-838a-4d4f-a671-ff98011714c6___FREC_Scab 3288.JPG,apple scab,0.3440229,0.1787567138671875
d842b34b-d2ab-48fc-9e78-ef586308c359___FREC_Scab 2982.JPG,apple scab,0.38364846,0.1221160888671875
7ed79254-3e04-4e08-9c80-088cd9d7d8c9___FREC_Scab 3310.JPG,apple scab,0.29266346,0.0641326904296875
69a10285-eacb-4c83-b410-18e62bf33ef9___FREC_Scab 2908.JPG,apple scab,0.1981835,0.0001068115234375
4940cd87-695e-4f4d-8a45-5490812447cc___FREC_Scab 3044.JPG,apple scab,0.43053395,0.1878509521484375
b98c71e9-79a0-4e8d-9c8d-0438c4fe8a57___FREC_Scab 2948.JPG,apple scab,0.2661352,0.1273345947265625
aff87313-e090-401b-aa23-92fba4c55fae___FREC_Scab 3305.JPG,apple scab,0.32388344,0.1206817626953125
afab688d-242c-4e62-abef-ba277df5a76d___FREC_Scab 3188.JPG,apple scab,0.25461698,0.001434326171875
1c10ab31-02b9-4008-b66f-9b44d8a9d323___FREC_Scab 3084.JPG,apple scab,0.39425993,0.0859832763671875
abd8b296-db97-40c0-af5b-39e03f4dec16___FREC_Scab 3041.JPG,apple scab,0.27236208,0.04034423828125
7e64fdef-9cb7-40ed-9f40-f3c97d6e0e8a___FREC_Scab 3536.JPG,apple scab,0.31133646,0.02679443359375
3eb26abb-a392-4cc4-9be2-d5e4bb8f3660___FREC_Scab 2969.JPG,apple scab,0.29926747,0.0895233154296875
b0b2a38c-396d-4d25-b346-5947e2c787d9___FREC_Scab 3077.JPG,apple scab,0.32111806,0.0797576904296875
cd7bc55c-1c47-4af7-9875-f29147d54115___FREC_Scab 3471.JPG,apple scab,0.2305097,0.0274505615234375
f2391b26-b388-4ffc-b735-9b8d859d1ffa___FREC_Scab 3312.JPG,apple scab,0.25012362,0.039093017578125
f3303560-12ce-4e37-b62c-bfb5aad8aa0d___FREC_Scab 3332.JPG,apple scab,0.24910736,0.0615692138671875
88b51f59-08ed-41fe-8402-69f0964f87fe___FREC_Scab 3299.JPG,apple scab,0.3234513,0.063232421875
9b7399aa-1c3c-4137-ae4e-196cd23fe573___FREC_Scab 3468.JPG,apple scab,0.31845748,0.0957183837890625
9eab7829-c658-4544-b6ba-f7fb10035aab___FREC_Scab 3382.JPG,apple scab,0.29944327,0.04052734375
68a57535-547d-4287-89cc-6d8acc265372___FREC_Scab 3351.JPG,apple scab,0.2586717,0.0364227294921875
e181fe6a-6865-4ae7-8b3e-0ce6f70ac63b___FREC_Scab 3223.JPG,apple scab,0.28800988,0.0010833740234375
3c27bbd7-b305-4ab0-8a85-5061363cf632___FREC_Scab 3183.JPG,apple scab,0.27656734,0.00018310546875
b02a7f1d-3cfc-489e-9e74-983059c6980d___FREC_Scab 3244.JPG,apple scab,0.28343546,0.1062469482421875
26a31865-1d42-4bd6-8b67-02cbedfd6f64___FREC_Scab 3516.JPG,apple scab,0.24811524,0.011566162109375
d730c2c9-ac5f-4c4e-b568-2f3e8b43b1a9___FREC_Scab 3074.JPG,apple scab,0.24402645,0.1021881103515625
c71e8ee2-8865-4e45-be5a-3303c17337bd___FREC_Scab 3403.JPG,apple scab,0.24442548,0.00714111328125
d1745979-75a6-4b00-a544-cf5ba043e7e0___FREC_Scab 3330.JPG,apple scab,0.2826796,0.06268310546875
dd46079c-b12c-4687-9db9-5d45b7f0e510___FREC_Scab 3327.JPG,apple scab,0.30624437,0.03948974609375
9ac984f5-d42c-4321-ae2e-7fbde038aa38___FREC_Scab 3369.JPG,apple scab,0.3561886,0.004638671875
afc6c0d9-46a0-4275-a2f5-bb241017dbe4___FREC_Scab 3020.JPG,apple scab,0.18678917,0.0986328125
f0d56524-1296-4a54-bafa-9b620baf9f1d___FREC_Scab 2942.JPG,apple scab,0.3040832,0.0494232177734375
d480dbfb-ce18-40cf-a183-9bc52ec9195d___FREC_Scab 3303.JPG,apple scab,0.23683238,0.089447021484375
ed33dbe0-edc4-4ad8-85c2-0495f384e3fe___FREC_Scab 3467.JPG,apple scab,0.2881784,0.008880615234375
3dd3d59c-be2a-4f29-8fa1-d4f37d7fb894___FREC_Scab 3412.JPG,apple scab,0.2352499,0.10565185546875
ae035eb1-0214-4964-b018-14fca52713fc___FREC_Scab 3166.JPG,apple scab,0.27934176,0.13592529296875
18e95262-fb0a-472c-93ab-e03138a360dc___FREC_Scab 3366.JPG,apple scab,0.22835949,0.007171630859375
4d3bcf15-cc49-4189-82e1-780efdf625a8___FREC_Scab 3254.JPG,apple scab,0.34512705,0.13250732421875
97d9b70c-15fc-4463-a7cd-129e7bccef1c___FREC_Scab 2910.JPG,apple scab,0.21139582,0.0
adfdba4a-a725-4c5b-8b1c-96e8b20baa7b___FREC_Scab 3265.JPG,apple scab,0.35871118,0.0739593505859375
2d4c8a12-a34c-4c8b-b357-271d87532ece___FREC_Scab 3090.JPG,apple scab,0.33415166,0.0486907958984375
e0bf6219-02d8-4255-88e2-a99afb1ad355___FREC_Scab 3515.JPG,apple scab,0.28720766,0.0269775390625
ed1d17cd-a5c2-4b10-996f-53f316df30b7___FREC_Scab 3456.JPG,apple scab,0.31398502,0.03302001953125
4a50158d-dcd0-4a1f-885e-2d9b16a4e344___FREC_Scab 3205.JPG,apple scab,0.4168021,0.0111083984375
64e20068-6685-4a30-a812-fd817117d628___FREC_Scab 3485.JPG,apple scab,0.2624416,0.0001220703125
67c7e9f9-19ca-4fb5-a2b1-8efdeed7b9e2___FREC_Scab 3397.JPG,apple scab,0.27995306,0.002197265625
29ab8216-ec38-4efd-9c77-21068fa899a4___FREC_Scab 3241.JPG,apple scab,0.3044795,0.0875701904296875
40a5e87c-ee32-4d67-9b28-926e94638a1d___FREC_Scab 3251.JPG,apple scab,0.34018588,0.2136077880859375
ac61c972-546d-4977-ac4a-085f98bbf206___FREC_Scab 3308.JPG,apple scab,0.30120635,0.1579742431640625
ff99efdc-a9f8-4360-9c64-f8274f456be5___FREC_Scab 3161.JPG,apple scab,0.37559962,0.048583984375
44dcf367-d162-407e-8ea8-e363ab8ff5c4___FREC_Scab 3282.JPG,apple scab,0.2959303,0.019012451171875
f0bbc28f-b6d6-4db3-b924-984a1e988510___FREC_Scab 3204.JPG,apple scab,0.3418006,0.0356903076171875
b4d26d69-8318-4898-93be-561f78c18d5a___FREC_Scab 3133.JPG,apple scab,0.29938972,0.00994873046875
b4162101-daaa-4e98-bd83-e00f38cf5946___FREC_Scab 2968.JPG,apple scab,0.28498578,0.0679168701171875
7c0710e7-2ad4-44c4-a6f6-ffeb5573f8e7___FREC_Scab 3208.JPG,apple scab,0.2826705,0.03961181640625
cf1d9afc-3473-4c97-ae0b-6f2352d9d595___FREC_Scab 3457.JPG,apple scab,0.296832,0.0523681640625
5f312356-04d0-44d0-ba06-4e3c33907b03___FREC_Scab 3349.JPG,apple scab,0.32264495,0.199310302734375
6171eecd-e385-4010-b9cd-5982f4674fee___FREC_Scab 2911.JPG,apple scab,0.26634374,1.52587890625e-05
d652b023-0ade-4f34-a490-206a87489e5e___FREC_Scab 3066.JPG,apple scab,0.25592637,0.0447540283203125
bce3ba0b-a142-4b28-8cb3-eb6bb6a3b8a2___FREC_Scab 3142.JPG,apple scab,0.32317394,0.0159759521484375
cbc265da-87e2-449e-8585-b744f9371772___FREC_Scab 3431.JPG,apple scab,0.2657062,0.0516204833984375
0537ad56-3d24-4e97-a947-65b9b37f8988___FREC_Scab 3079.JPG,apple scab,0.2920819,0.0140228271484375
c190660f-6116-465c-8ca6-fc56f9844a30___FREC_Scab 3432.JPG,apple scab,0.2715565,0.0560760498046875
0cbfa4fa-63d8-43ce-9385-ff140e524b69___FREC_Scab 3164.JPG,apple scab,0.28838608,0.016021728515625
9f815013-3c21-403b-80ca-c69cd82d6251___FREC_Scab 2963.JPG,apple scab,0.2954983,0.0715484619140625
23f31e0d-3330-4752-9f83-8aba28c90ccb___FREC_Scab 3178.JPG,apple scab,0.2885869,0.0113525390625
a93dc267-cd94-49fd-9766-8afe67ba747a___FREC_Scab 3125.JPG,apple scab,0.29921183,0.053985595703125
c777c2ac-ea64-4aad-a97a-90b35e2db603___FREC_Scab 3156.JPG,apple scab,0.285015,0.003448486328125
0db71c1d-93d7-4481-b0d0-b73f995131a9___FREC_Scab 2976.JPG,apple scab,0.3147891,0.1286163330078125
98f72edf-a354-43de-8734-a697d8cdd3f5___FREC_Scab 3400.JPG,apple scab,0.24826221,0.049957275390625
b0613c0d-0e9d-4e47-9743-57f5da39a092___FREC_Scab 3311.JPG,apple scab,0.27302638,0.010589599609375
2bfd8ee0-af6b-42fd-ae61-fc5e92ec1b67___FREC_Scab 2988.JPG,apple scab,0.30618143,0.0346832275390625
cc729eed-8d8e-4a23-9b27-db78e418543d___FREC_Scab 3092.JPG,apple scab,0.32571667,0.035064697265625
5eb564a6-cd74-4c90-95d9-611a6301369d___FREC_Scab 3099.JPG,apple scab,0.3345398,0.0858154296875
201d8b27-5a38-43e5-8065-f7fe039ad781___FREC_Scab 3058.JPG,apple scab,0.35441297,0.160186767578125
40df2c3f-673e-4da8-a172-65fd5a656c1d___FREC_Scab 2957.JPG,apple scab,0.2603007,0.075347900390625
8bcbb4fb-c733-4fc7-92d2-6e4a442e592e___FREC_Scab 3506.JPG,apple scab,0.3215683,0.030364990234375
36d99a07-4a43-4416-b204-6886f71d5039___FREC_Scab 3294.JPG,apple scab,0.33925697,0.0364837646484375
e3891103-ded4-418f-bae1-91c282a30dcb___FREC_Scab 3159.JPG,apple scab,0.28002372,0.0002899169921875
680c56ea-dc23-4b7b-baeb-f51b156c98f6___FREC_Scab 3416.JPG,apple scab,0.38922423,0.00653076171875
7f21c995-332c-4a60-9b18-b279917d7ffa___FREC_Scab 3277.JPG,apple scab,0.25880396,0.017608642578125
6fb41b7b-d1f0-451c-988a-1083d038acdb___FREC_Scab 3094.JPG,apple scab,0.34450403,0.022979736328125
63e1d796-f00e-4c24-9871-2eae6f9c9ced___FREC_Scab 3078.JPG,apple scab,0.29650605,0.05010986328125
be517ff5-5e63-4f6a-9f55-1522c9ec972b___FREC_Scab 3123.JPG,apple scab,0.378149,0.00579833984375
d1938082-a2de-49ad-8ca2-4b1947a7e107___FREC_Scab 3212.JPG,apple scab,0.27227548,0.0260467529296875
133c27cd-57f6-4790-b446-972327e13194___FREC_Scab 3362.JPG,apple scab,0.20991111,0.0002288818359375
9e4d949f-0d9b-4b61-8ce9-574664176efc___FREC_Scab 3022.JPG,apple scab,0.22731458,0.049652099609375
d94dd9a8-f2ad-45c4-bf45-3a361f5e2efa___FREC_Scab 3442.JPG,apple scab,0.2539729,0.001556396484375
f0963f8c-18f5-42db-853a-8d52d40d8c07___FREC_Scab 2956.JPG,apple scab,0.3451185,0.095123291015625
453b09e4-6469-47f9-8599-f87e1d6eddf3___FREC_Scab 3048.JPG,apple scab,0.34174585,0.0304718017578125
83d10707-6253-4717-8c8a-6ea3ebb1e0e1___FREC_Scab 3138.JPG,apple scab,0.27348816,0.1015167236328125
b19aef4d-ee91-4768-9520-8fdfee2578b4___FREC_Scab 3396.JPG,apple scab,0.27151895,0.0403900146484375
5b74fa7a-008d-42b2-b8c0-07bd4642153a___FREC_Scab 3162.JPG,apple scab,0.34051335,0.0099334716796875
ef359032-085f-44ba-a63d-493a1724eca4___FREC_Scab 3202.JPG,apple scab,0.31270114,0.0308990478515625
7b17fb27-2af4-4c90-b499-0c0658ba7262___FREC_Scab 2943.JPG,apple scab,0.28481352,0.0900726318359375
f3b61d33-8875-46a0-be57-ad3bda4cb5c6___FREC_Scab 3243.JPG,apple scab,0.30843276,0.084686279296875
e893d964-8a40-46f5-b8ae-0a0f0cd79296___FREC_Scab 3333.JPG,apple scab,0.33299544,0.0529327392578125
61373045-a7a5-4213-94fb-7d81638d5561___FREC_Scab 3430.JPG,apple scab,0.28724846,0.0284423828125
da09f1db-51a0-4142-855a-7783a3f92114___FREC_Scab 2978.JPG,apple scab,0.32824716,0.1761932373046875
be10c6a0-b99b-4c91-b78f-141a12beb70c___FREC_Scab 3106.JPG,apple scab,0.31505665,0.19976806640625
4442b558-4db4-4de3-82c3-7524b59bb315___FREC_Scab 2961.JPG,apple scab,0.37382105,0.2488250732421875
51929389-451f-4c78-a66b-b644e82a33b6___FREC_Scab 3528.JPG,apple scab,0.16178268,0.1041412353515625
4512edee-9d3b-451e-845d-86666feebe99___FREC_Scab 3328.JPG,apple scab,0.2914054,0.0180511474609375
01a66316-0e98-4d3b-a56f-d78752cd043f___FREC_Scab 3003.JPG,apple scab,0.3089091,0.0336151123046875
518ab601-3736-4d3b-9770-a0efba601c0e___FREC_Scab 3231.JPG,apple scab,0.2954715,0.0162200927734375
b011c870-c5a5-4990-9ddd-e00e02613780___FREC_Scab 3493.JPG,apple scab,0.29060718,0.0023193359375
24d43ad3-24e6-4236-8ef7-59b268520ca3___FREC_Scab 3533.JPG,apple scab,0.21306059,0.06640625
50dca3b7-fe83-426b-9fa7-a4e80df022aa___FREC_Scab 3488.JPG,apple scab,0.39892888,0.00311279296875
2c7ca7c8-1a6c-4811-b9b0-b054c11a5397___FREC_Scab 3260.JPG,apple scab,0.2797988,0.0395355224609375
11c50257-617e-4a6a-a996-2b195af9ada4___FREC_Scab 3462.JPG,apple scab,0.24411468,0.01226806640625
2c89ceaf-748c-4371-80d0-d01855f04a92___FREC_Scab 2962.JPG,apple scab,0.31887895,0.09674072265625
dbf66e2f-cf58-418c-9dcd-14254af3ddb1___FREC_Scab 2934.JPG,apple scab,0.3126003,0.0935211181640625
ce7338f4-ed12-4014-8d2f-4b674b672357___FREC_Scab 3532.JPG,apple scab,0.27066988,0.12579345703125
ba94f188-df0b-41fd-94e3-f0ed4924e23e___FREC_Scab 3102.JPG,apple scab,0.31889147,0.0041351318359375
0c620ec5-11cf-4120-94ab-1311e99df147___FREC_Scab 3131.JPG,apple scab,0.3177307,0.0039215087890625
6643566f-d980-4bdb-88d7-4d3ab3c771fa___FREC_Scab 3038.JPG,apple scab,0.1770026,0.0014801025390625
c2997bb6-d9ae-4ffc-bc3f-c85510480e13___FREC_Scab 3428.JPG,apple scab,0.24337378,0.0016632080078125
5345e6fb-1829-457f-ac86-6683d762c9ea___FREC_Scab 3482.JPG,apple scab,0.26622674,0.02032470703125
ab0ab3b2-0893-46c6-8f66-9469e8340b64___FREC_Scab 3368.JPG,apple scab,0.28042734,0.0041656494140625
ced72cdb-0358-420c-abdd-1c94ba303435___FREC_Scab 3217.JPG,apple scab,0.3132522,0.0673828125
5c0af4dd-f185-4fc9-ae2c-a697a235d660___FREC_Scab 2955.JPG,apple scab,0.36038244,0.174346923828125
12bc3d5c-2409-426e-b6cb-a08cbf488153___FREC_Scab 3154.JPG,apple scab,0.30631277,0.00128173828125
13b16e68-c82c-4de8-ab34-877ff352e821___FREC_Scab 3180.JPG,apple scab,0.28822154,0.0091094970703125
ef0593e6-f8bc-4501-9c2a-8ee8a6ff33fc___FREC_Scab 3495.JPG,apple scab,0.31738564,0.047515869140625
96a26f9f-76b9-456a-b39f-d390ff20bc58___FREC_Scab 3257.JPG,apple scab,0.34696963,0.0672760009765625
b2567b00-d781-4177-9c3f-6a7b9f47941f___FREC_Scab 3414.JPG,apple scab,0.20982257,0.02044677734375
fed05dda-1d4d-4de4-bbf2-517640b3c999___FREC_Scab 3446.JPG,apple scab,0.3859713,0.0199127197265625
2bc018ba-3c49-4cf4-9411-a93b7b196f45___FREC_Scab 3326.JPG,apple scab,0.2737386,0.0617523193359375
dfa24368-8ba9-4c02-9c3e-9e9a62a8d479___FREC_Scab 3215.JPG,apple scab,0.32160634,0.1704254150390625
b24daaef-81e1-47fc-a858-b8c8b346d956___FREC_Scab 2927.JPG,apple scab,0.35791487,0.0036468505859375
0b1e31fa-cbc0-41ed-9139-c794e6855e82___FREC_Scab 3089.JPG,apple scab,0.36279655,0.041351318359375
